"Rank","LeadSponsorName","Condition"
1415,"Universitätsklinikum Hamburg-Eppendorf","Multiple Sclerosis, Chronic Progressive"
1416,"Hoffmann-La Roche","Multiple Sclerosis, Relapsing-Remitting"
1417,"Massachusetts General Hospital","Multiple Sclerosis, Relapsing-Remitting"
1418,"University of Calgary","Multiple Sclerosis, Primary Progressive"
1419,"Fondation Ophtalmologique Adolphe de Rothschild","Multiple Sclerosis, Relapsing-Remitting"
1420,"Hoffmann-La Roche","Multiple Sclerosis, Relapsing-Remitting"
1421,"GeNeuro SA","Multiple Sclerosis, Relapsing-Remitting"
1422,"Instituto Jalisciense de Cancerologia","Multiple Sclerosis, Relapsing-Remitting"
1423,"Anders Svenningsson","Multiple Sclerosis, Relapsing-Remitting"
1424,"Biocad","Multiple Sclerosis, Relapsing-Remitting"
1425,"Amanda Irish","Multiple Sclerosis, Relapsing-remitting"
1426,"Bayer","Multiple Sclerosis, Relapsing-Remitting"
1427,"InteKrin Therapeutics, Inc.","Multiple Sclerosis, Relapsing Remitting"
1428,"Genentech, Inc.","Multiple Sclerosis, Relapsing-Remitting"
1429,"Mallinckrodt","Multiple Sclerosis, Relapsing-Remitting"
1430,"Hoffmann-La Roche","Multiple Sclerosis, Relapsing-Remitting"
1431,"Novo Cellular Medicine Institute LLP","Multiple Sclerosis, Relapsing-Remitting"
1432,"Novo Cellular Medicine Institute LLP","Multiple Sclerosis, Relapsing-Remitting"
1433,"Biogen","Multiple Sclerosis, Relapsing-Remitting"
1434,"Biogen","Multiple Sclerosis, Relapsing-Remitting"
1435,"Hoffmann-La Roche","Multiple Sclerosis, Relapsing-Remitting"
1436,"Centre Hospitalier Universitaire Vaudois","Multiple Sclerosis, Relapsing-Remitting"
1437,"Centre Hospitalier Universitaire Vaudois","Multiple Sclerosis, Relapsing-Remitting"
1438,"University of Calgary","Multiple Sclerosis, Relapsing-Remitting"
1439,"Biogen","Multiple Sclerosis, Relapsing-Remitting"
1440,"University Hospital Muenster","Multiple Sclerosis, Relapsing-Remitting"
1441,"Imcyse SA","Multiple Sclerosis, Relapsing-Remitting"
1442,"University Hospital Muenster","Multiple Sclerosis, Relapsing-Remitting"
1443,"Genesis Limited","Multiple Sclerosis, Relapsing-Remitting"
1444,"Biogen","Multiple Sclerosis, Relapsing-Remitting"
1445,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis, Relapsing-remitting"
1446,"Transparency Life Sciences","Multiple Sclerosis, Relapsing-Remitting"
1447,"Providence Health & Services","Multiple Sclerosis, Relapsing-Remitting"
1448,"Universidad Austral de Chile","Multiple Sclerosis, Relapsing-Remitting"
1449,"Dr. med. Micha Loebermann","Multiple Sclerosis, Relapsing-Remitting"
1450,"Bayer","Multiple Sclerosis, Relapsing Remitting"
1451,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis, Relapsing-Remitting"
1452,"University of California, San Francisco","Multiple Sclerosis, Relapsing-Remitting"
1453,"EMD Serono","Multiple Sclerosis, Relapsing-Remitting"
1454,"Providence Health & Services","Multiple Sclerosis, Relapsing-Remitting"
1455,"GlaxoSmithKline","Multiple Sclerosis, Relapsing-Remitting"
1456,"GlaxoSmithKline","Multiple Sclerosis, Relapsing-Remitting"
1457,"Johns Hopkins University","Multiple Sclerosis, Relapsing-remitting"
1458,"University at Buffalo","Multiple Sclerosis, Relapsing-remitting"
1459,"Cornerstone Health Care, PA","Multiple Sclerosis, Relapsing-Remitting"
1460,"University of Nottingham","Multiple Sclerosis, Relapsing-Remitting"
1461,"GlaxoSmithKline","Multiple Sclerosis, Relapsing-Remitting"
1462,"Nelson Mandela Metropolitan University","Multiple Sclerosis, Relapsing-Remitting"
1463,"Bayer","Multiple Sclerosis, Chronic Progressive"
1464,"GlaxoSmithKline","Multiple Sclerosis, Relapsing-Remitting"
1465,"GlaxoSmithKline","Multiple Sclerosis, Relapsing-Remitting"
1466,"GlaxoSmithKline","Multiple Sclerosis, Relapsing-Remitting"
1467,"Novartis Pharmaceuticals","Multiple Sclerosis, Relapsing-Remitting"
1468,"Charite University, Berlin, Germany","Multiple Sclerosis, Relapsing-Remitting"
1469,"GlaxoSmithKline","Multiple Sclerosis, Relapsing-Remitting"
1470,"Universitätsklinikum Hamburg-Eppendorf","Multiple Sclerosis, Relapsing-Remitting"
1471,"University Hospital, Clermont-Ferrand","Multiple Sclerosis, Relapsing-Remitting"
1472,"Tehran University of Medical Sciences","Multiple Sclerosis, Relapsing-Remitting"
1473,"Hoffmann-La Roche","Multiple Sclerosis, Primary Progressive"
1474,"VA Office of Research and Development","Multiple Sclerosis, Chronic Progressive"
1475,"Bayer","Multiple Sclerosis, Relapsing-Remitting"
1476,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis, Relapsing-Remitting"
1477,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis, Relapsing-Remitting"
1478,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis, Relapsing-Remitting"
1479,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis, Relapsing-Remitting"
1480,"National Institute of Allergy and Infectious Diseases (NIAID)","Multiple Sclerosis, Relapsing-Remitting"
1481,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis, Relapsing-Remitting"
1482,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis, Relapsing-Remitting"
1483,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis, Relapsing-Remitting"
1484,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis, Relapsing Remitting"
1485,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis, Relapsing Remitting"
1486,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis, Relapsing Remitting"
1487,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis, Relapsing-remitting"
1488,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis, Relapsing-Remitting"
1489,"Bayer","Multiple Sclerosis, Relapsing-Remitting"
1490,"Rennes University Hospital","Multiple Sclerosis, Relapsing-Remitting"
1491,"Genzyme, a Sanofi Company","Multiple Sclerosis, Relapsing-Remitting"
1492,"Cantonal Hospital of St. Gallen","Multiple Sclerosis, Relapsing Remitting"
1493,"Bayer","Multiple Sclerosis, Relapsing-Remitting"
1494,"Genentech, Inc.","Multiple Sclerosis, Relapsing-Remitting"
1495,"Biogen","Multiple Sclerosis, Relapsing-Remitting"
1496,"Genzyme, a Sanofi Company","Multiple Sclerosis, Relapsing-Remitting"
1497,"Genzyme, a Sanofi Company","Multiple Sclerosis, Relapsing-Remitting"
1498,"Bayer","Multiple Sclerosis, Relapsing-Remitting"
1499,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis, Relapsing-Remitting"
1500,"Biogen","Multiple Sclerosis, Relapsing-Remitting"
1501,"EMD Serono","Multiple Sclerosis, Relapsing-Remitting"
1502,"EMD Serono","Multiple Sclerosis, Relapsing-remitting"
1503,"Ipsen","Multiple Sclerosis, Relapsing-Remitting"
1504,"University of Illinois at Chicago","Multiple Sclerosis, Relapsing-Remitting"
1505,"University Hospital, Bordeaux","Multiple Sclerosis, Chronic Progressive"
1506,"Bayer","Multiple Sclerosis, Relapsing-Remitting"
1507,"Wyeth is now a wholly owned subsidiary of Pfizer","Multiple Sclerosis, Relapsing-Remitting"
1508,"Grifols Therapeutics LLC","Multiple Sclerosis, Relapsing-Remitting"
1509,"EMD Serono","Multiple Sclerosis, Relapsing-Remitting"
1510,"Bayer","Multiple Sclerosis, Relapsing-Remitting"
1511,"Biogen","Multiple Sclerosis, Relapsing-Remitting"
1512,"Bayer","Multiple Sclerosis, Relapsing-Remitting"
1513,"Biogen","Multiple Sclerosis, Relapsing-Remitting"
1514,"GlaxoSmithKline","Multiple Sclerosis, Relapsing-Remitting"
1515,"National Institute of Neurological Disorders and Stroke (NINDS)","Multiple Sclerosis, Relapsing-Remitting"
1516,"National Center for Complementary and Integrative Health (NCCIH)","Multiple Sclerosis, Relapsing-Remitting"
1517,"Genzyme, a Sanofi Company","Multiple Sclerosis, Relapsing-Remitting"
1518,"Biogen","Multiple Sclerosis, Relapsing-Remitting"
1519,"Biogen","Multiple Sclerosis, Relapsing-Remitting"
1520,"Assiut University","Multiple Sclerosis Acute and Progressive"
1521,"Fondazione Italiana Sclerosi Multipla","MS (Multiple Sclerosis)"
1522,"Sina Hospital, Iran","MS (Multiple Sclerosis)"
1523,"US Department of Veterans Affairs","MS (Multiple Sclerosis)"
1524,"GW Pharmaceuticals Ltd.","Spasticity With Multiple Sclerosis"
1525,"University of Calgary","Multiple Sclerosis, Secondary Progressive"
1526,"Biogen","Multiple Sclerosis, Secondary Progressive"
1527,"University of Calgary","Multiple Sclerosis, Secondary Progressive"
1528,"BioMS Technology Corp.","Multiple Sclerosis, Secondary Progressive"
1529,"Thomas Jefferson University","Relapse Remitting Multiple Sclerosis"
1530,"Novartis Pharmaceuticals","Relapse Remitting Multiple Sclerosis"
1531,"Kuopio University Hospital","Relapse-remitting Multiple Sclerosis"
1532,"Teva Pharmaceutical Industries","Relapse Remitting Multiple Sclerosis"
1533,"Teva Pharmaceutical Industries","Relapse Remitting Multiple Sclerosis"
1534,"Teva Pharmaceutical Industries","Relapse-Remitting Multiple Sclerosis"
1535,"Merck Healthcare KGaA, Darmstadt, Germany, an affiliate of Merck KGaA, Darmstadt, Germany","Relapsing-Remitting Multiple Sclerosis"
1536,"Danish Research Centre for Magnetic Resonance","Primary Progressive Multiple Sclerosis"
1537,"Universitätsklinikum Hamburg-Eppendorf","Relapsing-Remitting Multiple Sclerosis"
1538,"Joanne Kurtzberg, MD","Primary Progressive Multiple Sclerosis"
1539,"Banner Life Sciences LLC","Relapsing Remitting Multiple Sclerosis"
1540,"Biogen","Relapsing Remitting Multiple Sclerosis"
1541,"Beijing InnoCare Pharma Tech Co., Ltd.","Relapsing Remitting Multiple Sclerosis"
1542,"Haukeland University Hospital","Relapsing Remitting Multiple Sclerosis"
1543,"Banner Life Sciences LLC","Relapsing Remitting Multiple Sclerosis"
1544,"Judit Pich","Relapsing-Remitting Multiple Sclerosis"
1545,"Hikma Pharmaceuticals LLC","Relapsing Remitting Multiple Sclerosis"
1546,"Sanofi","Primary Progressive Multiple Sclerosis"
1547,"VU University Medical Center","Relapsing Remitting Multiple Sclerosis"
1548,"EMD Serono Research & Development Institute, Inc.","Relapsing-remitting Multiple Sclerosis"
1549,"EMD Serono Research & Development Institute, Inc.","Relapsing-remitting Multiple Sclerosis"
1550,"Clene Nanomedicine","Relapsing Remitting Multiple Sclerosis"
1551,"University of Virginia","Relapsing Remitting Multiple Sclerosis"
1552,"Jeffrey Gelfand","Relapsing Remitting Multiple Sclerosis"
1553,"Washington University School of Medicine","Relapsing Remitting Multiple Sclerosis"
1554,"Providence Health & Services","Relapsing Remitting Multiple Sclerosis"
1555,"University of Michigan","Relapsing Remitting Multiple Sclerosis"
1556,"TG Therapeutics, Inc.","Relapsing Remitting Multiple Sclerosis"
1557,"Mapi Pharma Ltd.","Primary Progressive Multiple Sclerosis"
1558,"Fondazione I.R.C.C.S. Istituto Neurologico Carlo Besta","Relapsing Remitting Multiple Sclerosis"
1559,"Nantes University Hospital","Relapsing-remitting Multiple Sclerosis"
1560,"EMD Serono Research & Development Institute, Inc.","Relapsing-Remitting Multiple Sclerosis"
1561,"Ohio State University","Relapsing-Remitting Multiple Sclerosis"
1562,"Karolinska Institutet","Relapsing-remitting Multiple Sclerosis"
1563,"Biogen","Relapsing Remitting Multiple Sclerosis"
1564,"Providence Health & Services","Relapsing Remitting Multiple Sclerosis"
1565,"Biogen","Relapsing Remitting Multiple Sclerosis"
1566,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1567,"EMD Serono Research & Development Institute, Inc.","Relapsing-remitting Multiple Sclerosis"
1568,"Rigshospitalet, Denmark","Primary Progressive Multiple Sclerosis"
1569,"University of North Carolina, Chapel Hill","RELAPSING REMITTING MULTIPLE SCLEROSIS"
1570,"IMS HEALTH GmbH & Co. OHG","Relapsing-remitting Multiple Sclerosis"
1571,"Biocad","Relapsing-remitting Multiple Sclerosis"
1572,"Novartis Pharmaceuticals","Relapsing-remitting Multiple Sclerosis"
1573,"Isfahan University of Medical Sciences","Relapsing Remitting Multiple Sclerosis"
1574,"Dr. Frank Behrens","Remitting-Relapsing Multiple Sclerosis"
1575,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1576,"Johns Hopkins University","Relapsing Remitting Multiple Sclerosis"
1577,"Centre hospitalier de l'Université de Montréal (CHUM)","Relapsing Remitting Multiple Sclerosis"
1578,"Biogen","Relapsing Remitting Multiple Sclerosis"
1579,"Assistance Publique - Hôpitaux de Paris","Relapsing Remitting Multiple Sclerosis"
1580,"Novartis Pharmaceuticals","Relapsing Remitting Multiple Sclerosis"
1581,"PD Dr. Marcus Müller","Relapsing-remitting Multiple Sclerosis"
1582,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1583,"Novartis Pharmaceuticals","Relapsing Remitting Multiple Sclerosis"
1584,"University Hospital Muenster","Relapsing Remitting Multiple Sclerosis"
1585,"Mitsubishi Tanabe Pharma Corporation","Relapsing-remitting Multiple Sclerosis"
1586,"Genzyme, a Sanofi Company","Relapsing-remitting Multiple Sclerosis"
1587,"Mitsubishi Tanabe Pharma Corporation","Relapsing-remitting Multiple Sclerosis"
1588,"Teva Branded Pharmaceutical Products R&D, Inc.","Primary Progressive Multiple Sclerosis"
1589,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1590,"University Hospital, Basel, Switzerland","Relapsing Remitting Multiple Sclerosis"
1591,"OhioHealth","Relapsing Remitting Multiple Sclerosis"
1592,"Genzyme, a Sanofi Company","Relapsing Remitting Multiple Sclerosis"
1593,"Genzyme, a Sanofi Company","Relapsing-remitting Multiple Sclerosis"
1594,"Rocky Mountain MS Research Group, LLC","Relapsing Remitting Multiple Sclerosis"
1595,"Genzyme, a Sanofi Company","Relapsing-remitting Multiple Sclerosis"
1596,"Mitsubishi Tanabe Pharma Corporation","Relapsing-remitting Multiple Sclerosis"
1597,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1598,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1599,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1600,"University of Malaga","Relapsing-remitting Multiple Sclerosis"
1601,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1602,"Lille Catholic University","Primary Progressive Multiple Sclerosis"
1603,"University of Missouri, Kansas City","Relapsing-remitting Multiple Sclerosis"
1604,"Teva Pharmaceutical Industries","Relapsing Remitting Multiple Sclerosis"
1605,"EMD Serono","Relapsing Remitting Multiple Sclerosis"
1606,"Rocky Mountain MS Research Group, LLC","Relapsing Remitting Multiple Sclerosis"
1607,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1608,"University of Missouri, Kansas City","Relapsing-remitting Multiple Sclerosis"
1609,"Mitsubishi Tanabe Pharma Corporation","Relapsing-remitting Multiple Sclerosis"
1610,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1611,"Teva Pharmaceutical Industries","Relapsing-Remitting Multiple Sclerosis"
1612,"Hoffmann-La Roche","Relapsing Remitting Multiple Sclerosis"
1613,"University Hospital, Caen","Relapsing-Remitting Multiple Sclerosis"
1614,"Charite University, Berlin, Germany","Relapsing-Remitting Multiple Sclerosis"
1615,"Duke University","Primary Progressive Multiple Sclerosis"
1616,"Queen Mary University of London","Relapsing Remitting Multiple Sclerosis"
1617,"Heinrich-Heine University, Duesseldorf","Relapsing Remitting Multiple Sclerosis"
1618,"Mitsubishi Tanabe Pharma Corporation","Relapsing-remitting Multiple Sclerosis"
1619,"RedHill Biopharma Limited","Relapsing Remitting Multiple Sclerosis"
1620,"Revalesio Corporation","Relapsing Remitting Multiple Sclerosis"
1621,"Novartis Pharmaceuticals","Relapsing-remitting Multiple Sclerosis"
1622,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1623,"Tehran University of Medical Sciences","Relapsing Remitting Multiple Sclerosis"
1624,"Claudio Gobbi","Relapsing-remitting Multiple Sclerosis"
1625,"Novartis Pharmaceuticals","Relapsing Remitting Multiple Sclerosis"
1626,"Teva Pharmaceutical Industries","Relapsing-Remitting Multiple Sclerosis"
1627,"Universita di Verona","Relapsing-Remitting Multiple Sclerosis"
1628,"MSDx, Inc.","Relapsing Remitting Multiple Sclerosis"
1629,"Charite University, Berlin, Germany","Relapsing-Remitting Multiple Sclerosis"
1630,"Novartis Pharmaceuticals","Relapsing Remitting Multiple Sclerosis"
1631,"Novartis Pharmaceuticals","Relapsing Remitting Multiple Sclerosis"
1632,"Johns Hopkins University","Relapsing Remitting Multiple Sclerosis"
1633,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1634,"Nuron Biotech Inc.","Relapsing Remitting Multiple Sclerosis"
1635,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1636,"University of Southern California","Relapsing Remitting Multiple Sclerosis"
1637,"Universitätsklinikum Hamburg-Eppendorf","Relapsing Remitting Multiple Sclerosis"
1638,"Neurotec Pharma","Relapsing Remitting Multiple Sclerosis"
1639,"Tehran University of Medical Sciences","Relapsing Remitting Multiple Sclerosis"
1640,"Tehran University of Medical Sciences","Relapsing Remitting Multiple Sclerosis"
1641,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1642,"Johns Hopkins University","Relapsing Remitting Multiple Sclerosis"
1643,"Novartis Pharmaceuticals","Relapsing Remitting Multiple Sclerosis"
1644,"Novartis Pharmaceuticals","Relapsing-remitting Multiple Sclerosis"
1645,"University of British Columbia","Relapsing Remitting Multiple Sclerosis"
1646,"Merck KGaA, Darmstadt, Germany","Relapsing-Remitting Multiple Sclerosis"
1647,"University of Wisconsin, Madison","Relapsing Remitting Multiple Sclerosis"
1648,"Tehran University of Medical Sciences","Relapsing Remitting Multiple Sclerosis"
1649,"Novartis Pharmaceuticals","Relapsing Remitting Multiple Sclerosis"
1650,"Claudio Gobbi","Relapsing-remitting Multiple Sclerosis"
1651,"Merck KGaA, Darmstadt, Germany","Relapsing-Remitting Multiple Sclerosis"
1652,"Merck KGaA, Darmstadt, Germany","Relapsing-Remitting Multiple Sclerosis"
1653,"Merck KGaA, Darmstadt, Germany","Relapsing-Remitting Multiple Sclerosis"
1654,"University Hospital Inselspital, Berne","Relapsing-remitting Multiple Sclerosis"
1655,"Apitope Technology (Bristol) Ltd.","Relapsing Remitting Multiple Sclerosis"
1656,"Biogen","Relapsing Remitting Multiple Sclerosis"
1657,"Teva Pharmaceutical Industries, Ltd.","Relapsing Remitting Multiple Sclerosis"
1658,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1659,"Biogen","Relapsing Remitting Multiple Sclerosis"
1660,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1661,"Universita di Verona","Relapsing-remitting Multiple Sclerosis"
1662,"BTG International Inc.","Relapsing Remitting Multiple Sclerosis"
1663,"National Institute of Allergy and Infectious Diseases (NIAID)","Primary Progressive Multiple Sclerosis"
1664,"Teva Pharmaceutical Industries","Relapsing Remitting Multiple Sclerosis"
1665,"Johns Hopkins University","Relapsing Remitting Multiple Sclerosis"
1666,"University of Louisville","Relapsing Remitting Multiple Sclerosis"
1667,"Cantonal Hospital of St. Gallen","Relapsing-Remitting Multiple Sclerosis"
1668,"Washington Neuropsychology Research Group","Relapsing Remitting Multiple Sclerosis"
1669,"Bayer","Relapsing-Remitting Multiple Sclerosis"
1670,"Eli Lilly and Company","Relapsing-Remitting Multiple Sclerosis"
1671,"Novartis Pharmaceuticals","Relapsing-remitting Multiple Sclerosis"
1672,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1673,"Eli Lilly and Company","Relapsing Remitting Multiple Sclerosis"
1674,"Biogen","Relapsing Remitting Multiple Sclerosis"
1675,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1676,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1677,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1678,"Teva Pharmaceutical Industries, Ltd.","Relapsing Remitting Multiple Sclerosis"
1679,"Novartis Pharmaceuticals","Primary Progressive Multiple Sclerosis"
1680,"Tehran University of Medical Sciences","Relapsing Remitting Multiple Sclerosis"
1681,"University of Wisconsin, Madison","Relapsing Remitting Multiple Sclerosis"
1682,"EMD Serono Research & Development Institute, Inc.","Relapsing-Remitting Multiple Sclerosis"
1683,"Charite University, Berlin, Germany","Relapsing Remitting Multiple Sclerosis"
1684,"Charite University, Berlin, Germany","Relapsing Remitting Multiple Sclerosis"
1685,"Biogen","Relapsing Remitting Multiple Sclerosis"
1686,"Biogen","Relapsing Remitting Multiple Sclerosis"
1687,"Charite University, Berlin, Germany","Relapsing-remitting Multiple Sclerosis"
1688,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1689,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1690,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1691,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1692,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1693,"University of California, Los Angeles","Relapsing Remitting Multiple Sclerosis"
1694,"Anna Tsakiri","Relapsing Remitting Multiple Sclerosis"
1695,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1696,"Neurognostics","Relapsing-Remitting Multiple Sclerosis"
1697,"Waukesha Memorial Hospital","Relapsing-Remitting Multiple Sclerosis"
1698,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1699,"Bayhill Therapeutics","Relapsing Remitting Multiple Sclerosis"
1700,"Merck KGaA, Darmstadt, Germany","Relapsing Remitting Multiple Sclerosis"
1701,"Haukeland University Hospital","Relapsing-Remitting Multiple Sclerosis"
1702,"Teva Pharmaceutical Industries","Relapsing Remitting Multiple Sclerosis"
1703,"Teva Pharmaceutical Industries","Relapsing Remitting Multiple Sclerosis"
1704,"Bayer","Relapsing-remitting Multiple Sclerosis"
1705,"Neurognostics","Relapsing-Remitting Multiple Sclerosis"
1706,"Biogen","Relapsing-Remitting Multiple Sclerosis"
1707,"Novartis","Relapsing-remitting Multiple Sclerosis"
1708,"National Institute of Allergy and Infectious Diseases (NIAID)","Relapsing-Remitting Multiple Sclerosis"
1709,"Opexa Therapeutics, Inc.","Relapsing-Remitting Multiple Sclerosis"
1710,"Alabama Neurology Associates, PC","Relapsing Remitting Multiple Sclerosis"
1711,"Merck Sharp & Dohme Corp.","Relapsing-Remitting Multiple Sclerosis"
1712,"Rennes University Hospital","Relapsing-Remitting Multiple Sclerosis"
1713,"Fred Lublin","Relapsing Remitting Multiple Sclerosis"
1714,"Institute for Clinical Research","Relapsing-Remitting Multiple Sclerosis"
1715,"Teva Pharmaceutical Industries","Relapsing Remitting Multiple Sclerosis"
1716,"Teva Pharmaceutical Industries","Relapsing Remitting Multiple Sclerosis"
1717,"Teva Pharmaceutical Industries","Relapsing Remitting Multiple Sclerosis"
1718,"Teva Branded Pharmaceutical Products R&D, Inc.","Relapsing-Remitting Multiple Sclerosis"
1719,"Teva Pharmaceutical Industries","Relapsing Remitting Multiple Sclerosis"
1720,"Nantes University Hospital","Relapsing-remitting Multiple Sclerosis"
1721,"Biogen","Relapsing-remitting Multiple Sclerosis"
1722,"EMD Serono","Relapsing-Remitting Multiple Sclerosis"
1723,"EMD Serono","Relapsing-remitting Multiple Sclerosis"
1724,"Coordinación de Investigación en Salud, Mexico","Relapsing- Remitting Multiple Sclerosis"
1725,"Robert Zivadinov, MD, PhD","Secondary-progressive Multiple Sclerosis"
1726,"Novartis Pharmaceuticals","Secondary Progressive Multiple Sclerosis"
1727,"Sanofi","Secondary Progressive Multiple Sclerosis"
1728,"University of Nottingham","Secondary Progressive Multiple Sclerosis"
1729,"University College, London","Secondary Progressive Multiple Sclerosis"
1730,"Isfahan University of Medical Sciences","Secondary Progressive Multiple Sclerosis"
1731,"Casa Sollievo della Sofferenza IRCCS","Secondary-progressive Multiple Sclerosis"
1732,"National Institute of Allergy and Infectious Diseases (NIAID)","Secondary Progressive Multiple Sclerosis"
1733,"University of Utah","Secondary Progressive Multiple Sclerosis"
1734,"Innate Immunotherapeutics","Secondary Progressive Multiple Sclerosis"
1735,"Weill Medical College of Cornell University","Secondary Progressive Multiple Sclerosis"
1736,"University College, London","Secondary Progressive Multiple Sclerosis"
1737,"Novartis Pharmaceuticals","Secondary Progressive Multiple Sclerosis"
1738,"Johns Hopkins University","Secondary Progressive Multiple Sclerosis"
1739,"Biogen","Secondary Progressive Multiple Sclerosis"
1740,"Daval International Limited","Secondary Progressive Multiple Sclerosis"
1741,"Biogen","Secondary Progressive Multiple Sclerosis"
1742,"Eli Lilly and Company","Secondary Progressive Multiple Sclerosis"
1743,"Eli Lilly and Company","Secondary Progressive Multiple Sclerosis"
1744,"Imperial College London","Secondary Progressive Multiple Sclerosis"
1745,"University College London Hospitals","Secondary Progressive Multiple Sclerosis"
1746,"Wyeth is now a wholly owned subsidiary of Pfizer","Secondary Progressive Multiple Sclerosis"
1747,"Novartis Pharmaceuticals","Multiple Sclerosis (Relapsing Remitting)"
1748,"University of Aarhus","Multiple Sclerosis (Relapsing Remitting)"
1749,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis, Relapsing, Remitting"
1750,"Novartis Pharmaceuticals","Relapsing Multiple Sclerosis (RMS)"
1751,"Novartis Pharmaceuticals","Relapsing Multiple Sclerosis (RMS)"
1752,"TG Therapeutics, Inc.","Relapsing Multiple Sclerosis (RMS)"
1753,"Merck KGaA, Darmstadt, Germany","Relapsing Multiple Sclerosis (RMS)"
1754,"TG Therapeutics, Inc.","Relapsing Multiple Sclerosis (RMS)"
1755,"TG Therapeutics, Inc.","Relapsing Multiple Sclerosis (RMS)"
1756,"Merck KGaA, Darmstadt, Germany","Relapsing Multiple Sclerosis (RMS)"
1757,"Hoffmann-La Roche","Progressive Multiple Sclerosis (PMS)"
1758,"University Hospital, Clermont-Ferrand","Multiple Sclerosis With Central Neuropathic Pain"
1759,"National Institute of Allergy and Infectious Diseases (NIAID)","Multiple Sclerosis (MS) - Relapsing-remitting"
1760,"Bayer","Relapsing Remitting Multiple Sclerosis (RRMS)|Secondary Progressive Multiple Sclerosis (SPMS)"
1761,"Novartis Pharmaceuticals","Relapsing Remitting Multiple Sclerosis RRMS"
1762,"Bionorica SE","Spasticity Due to Multiple Sclerosis"
1763,"Emerald Health Pharmaceuticals","Relapsing Forms of Multiple Sclerosis"
1764,"Novartis Pharmaceuticals","Relapsing Forms of Multiple Sclerosis"
1765,"Biogen","Relapsing Forms of Multiple Sclerosis"
1766,"Biogen","Relapsing Forms of Multiple Sclerosis"
1767,"Biogen","Relapsing Forms of Multiple Sclerosis"
1768,"Biogen","Relapsing Forms of Multiple Sclerosis"
1769,"Novartis Pharmaceuticals","Relapsing Forms of Multiple Sclerosis"
1770,"Novartis Pharmaceuticals","Relapsing Forms of Multiple Sclerosis"
1771,"Biogen","Relapsing Forms of Multiple Sclerosis"
1772,"Assiut University","Nutrition Habits in Multiple Sclerosis"
1773,"Novartis Pharmaceuticals","Multiple Sclerosis, Relapsing Forms of Multiple Sclerosis"
1774,"Kessler Foundation","Cognitive Impairment in Multiple Sclerosis"
1775,"Rigshospitalet, Denmark","Multiple Sclerosis (Primary or Secondary Progressive Phase)."
1776,"Novartis Pharmaceuticals","Multiple Sclerosis, Relapsing MS, Advancing Multiple Sclerosis"
1777,"The University of Texas Health Science Center, Houston","Pediatric Onset Multiple Sclerosis (POMS)"
1778,"University Hospital, Lille","Multiple Sclerosis|Systemic Sclerosis"
1779,"Polpharma Biologics S.A.","Relapsing-Remitting Multiple Sclerosis (RRMS)"
1780,"Immunic AG","Relapsing-Remitting Multiple Sclerosis (RRMS)"
1781,"Biogen","Relapsing-Remitting Multiple Sclerosis (RRMS)"
